Negeri,PPD,KodSekolah,NamaSekolah,L,P,J
SELANGOR,PPD PETALING PERDANA,BBA8229,SK PUCHONG JAYA,286,258,544
SELANGOR,PPD PETALING PERDANA,BBA8230,SK TAMAN ALAM MEGAH,672,583,1255
SELANGOR,PPD PETALING PERDANA,BBA8231,SK TAMAN SRI MUDA 2,520,511,1031
SELANGOR,PPD PETALING PERDANA,BBA8232,SK PERDANA JAYA SS19,214,154,368
SELANGOR,PPD PETALING PERDANA,BBA8233,SK TUDM SUBANG,501,510,1011
SELANGOR,PPD PETALING PERDANA,BBA8234,SK BANDAR SUNWAY,499,428,927
SELANGOR,PPD PETALING PERDANA,BBA8235,SK PUCHONG PERDANA,1194,1087,2281
SELANGOR,PPD PETALING PERDANA,BBA8237,SK SERI SELANGOR,530,485,1015
SELANGOR,PPD PETALING PERDANA,BBA8238,SK BANDAR ANGGERIK,486,470,956
SELANGOR,PPD PETALING PERDANA,BBA8239,SK BUKIT KUCHAI,299,219,518
SELANGOR,PPD PETALING PERDANA,BBA8240,SK TAMAN TUN DR ISMAIL JAYA,757,707,1464
SELANGOR,PPD PETALING PERDANA,BBA8242,SK ALAM MEGAH DUA,540,438,978
SELANGOR,PPD PETALING PERDANA,BBA8243,SK SEAFIELD 3,511,430,941
SELANGOR,PPD PETALING PERDANA,BBA8245,SK PENDIDIKAN KHAS SELANGOR,66,44,110
SELANGOR,PPD PETALING PERDANA,BBA8246,"SK SEKSYEN 9, SHAH ALAM",587,576,1163
SELANGOR,PPD PETALING PERDANA,BBA8247,SK USJ 2,270,228,498
SELANGOR,PPD PETALING PERDANA,BBA8249,SK PUCHONG UTAMA,921,832,1753
SELANGOR,PPD PETALING PERDANA,BBA8251,SK USJ 20,563,522,1085
SELANGOR,PPD PETALING PERDANA,BBA8252,SK USJ 12,537,524,1061
SELANGOR,PPD PETALING PERDANA,BBA8254,SK PUCHONG UTAMA 2,978,934,1912
SELANGOR,PPD PETALING PERDANA,BBA8255,SK SEKSYEN 1 BANDAR KINRARA,900,931,1831
SELANGOR,PPD PETALING PERDANA,BBA8256,SK SEKSYEN 13,477,447,924
SELANGOR,PPD PETALING PERDANA,BBA8257,SK PUCHONG INDAH,1277,1160,2437
SELANGOR,PPD PETALING PERDANA,BBA8258,SK PUSAT BANDAR PUCHONG (1),304,313,617
SELANGOR,PPD PETALING PERDANA,BBA8261,SK ALAM MEGAH (3),623,609,1232
SELANGOR,PPD PETALING PERDANA,BBA8262,SK SEKSYEN 2 BANDAR KINRARA,590,553,1143
SELANGOR,PPD PETALING PERDANA,BBA8264,SK BUKIT JELUTONG,1245,1275,2520
SELANGOR,PPD PETALING PERDANA,BBA8266,SK DATO' ONN JAAFAR,382,394,776
SELANGOR,PPD PETALING PERDANA,BBA8267,SK SEKSYEN 27(1),507,489,996
SELANGOR,PPD PETALING PERDANA,BBA8268,SK SUBANG BESTARI,1421,1280,2701
SELANGOR,PPD PETALING PERDANA,BBA8269,SK PUSAT BANDAR PUCHONG 2,453,442,895
SELANGOR,PPD PETALING PERDANA,BBA8272,SK SEKSYEN 7,796,717,1513
SELANGOR,PPD PETALING PERDANA,BBA8273,SK SEKSYEN 27 (2),522,446,968
SELANGOR,PPD PETALING PERDANA,BBA8274,SK PUCHONG JAYA 2,289,256,545
SELANGOR,PPD PETALING PERDANA,BBA8275,SK TAMAN BUKIT SUBANG,841,760,1601
SELANGOR,PPD PETALING PERDANA,BBA8279,SK PUCHONG UTAMA 3,417,363,780
SELANGOR,PPD PETALING PERDANA,BBA8280,SK TAMAN SUNGAI BESI INDAH,633,595,1228
SELANGOR,PPD PETALING PERDANA,BBA8281,SK KAMPUNG LINDUNGAN,476,462,938
SELANGOR,PPD PETALING PERDANA,BBA8282,SK JALAN U3,1073,961,2034
SELANGOR,PPD PETALING PERDANA,BBA8283,SK SETIA ALAM,619,575,1194
SELANGOR,PPD PETALING PERDANA,BBA8284,SK TAMAN DESAMINIUM,948,861,1809
SELANGOR,PPD PETALING PERDANA,BBA8286,SEKOLAH KEBANGSAAN SAUJANA PUCHONG,393,362,755
SELANGOR,PPD PETALING PERDANA,BBA8287,SEKOLAH KEBANGSAAN SUBANG BESTARI DUA,495,473,968
SELANGOR,PPD PETALING PERDANA,BBB8315,SK SHAH ALAM,310,274,584
SELANGOR,PPD PETALING PERDANA,BBC8403,SJK(C) KUNG MAN,598,553,1151
SELANGOR,PPD PETALING PERDANA,BBC8404,SJK(C) HAN MING,2008,1950,3958
SELANGOR,PPD PETALING PERDANA,BBC8405,SJK(C) SERDANG BARU (1),1294,1212,2506
SELANGOR,PPD PETALING PERDANA,BBC8406,SJK(C) SERDANG BARU (2),1613,1606,3219
SELANGOR,PPD PETALING PERDANA,BBC8407,SJK(C) SUBANG,997,917,1914
SELANGOR,PPD PETALING PERDANA,BBC8410,SJK(C) YAK CHEE,2003,1930,3933
SELANGOR,PPD PETALING PERDANA,BBC8414,SJK(C) LICK HUNG,1269,1251,2520
SELANGOR,PPD PETALING PERDANA,BBC8416,SJK(C) TUN TAN CHENG LOCK,485,483,968
SELANGOR,PPD PETALING PERDANA,BBC8417,SJK(C) CHEE WEN,1274,1324,2598
SELANGOR,PPD PETALING PERDANA,BBC8419,SJK(C) LADANG HARCROFT,1138,1068,2206
SELANGOR,PPD PETALING PERDANA,BBC8421,SJK(C) TUN TAN SIEW SIN,239,211,450
SELANGOR,PPD PETALING PERDANA,BBC8422,SEKOLAH JENIS KEBANGSAAN CINA KHENG CHEE,154,150,304
SELANGOR,PPD PETALING PERDANA,BBD8451,SJK(T) CASTLEFIELD,241,215,456
SELANGOR,PPD PETALING PERDANA,BBD8453,SJK(T) F E S SERDANG,243,327,570
SELANGOR,PPD PETALING PERDANA,BBD8454,SJK(T) PUCHONG,557,545,1102
SELANGOR,PPD PETALING PERDANA,BBD8455,SJK(T) LDG KINRARA,313,311,624
SELANGOR,PPD PETALING PERDANA,BBD8459,SJK(T) HICOM,115,110,225
SELANGOR,PPD PETALING PERDANA,BBD8461,SJK(T) LADANG EBOR,60,44,104
SELANGOR,PPD PETALING PERDANA,BBD8462,SJK(T) LDG GLENMARIE,44,36,80
SELANGOR,PPD PETALING PERDANA,BBD8463,SJK(T) LADANG MIDLANDS,79,73,152
SELANGOR,PPD PETALING PERDANA,BBD8466,SJK(T) LDG RASAK,72,61,133
SELANGOR,PPD PETALING PERDANA,BBD8468,SJK(T) SG  RENGGAM,445,485,930
SELANGOR,PPD PETALING PERDANA,BBD8469,SJK(T) LDG SEAFIELD,41,49,90
SELANGOR,PPD PETALING PERDANA,BBD8470,SJK(T) TUN SAMBANTHAN,331,299,630
SELANGOR,PPD PETALING PERDANA,BEA8601,SMK PUCHONG,696,846,1542
SELANGOR,PPD PETALING PERDANA,BEA8603,SMK SULTAN SALAHUDDIN ABDUL AZIZ SHAH,619,586,1205
SELANGOR,PPD PETALING PERDANA,BEA8604,SMK SUBANG JAYA,591,497,1088
SELANGOR,PPD PETALING PERDANA,BEA8606,SMK SERI SERDANG,1130,1336,2466
SELANGOR,PPD PETALING PERDANA,BEA8609,SMK BATU 8,676,719,1395
SELANGOR,PPD PETALING PERDANA,BEA8610,SMK SEKSYEN 16,586,620,1206
SELANGOR,PPD PETALING PERDANA,BEA8612,SM PENDIDIKAN KHAS SHAH ALAM,66,82,148
SELANGOR,PPD PETALING PERDANA,BEA8614,SMK SUBANG UTAMA,509,485,994
SELANGOR,PPD PETALING PERDANA,BEA8616,SMK SEKSYEN SEBELAS,243,143,386
SELANGOR,PPD PETALING PERDANA,BEA8617,SMK SEKSYEN 18,513,783,1296
SELANGOR,PPD PETALING PERDANA,BEA8618,SMK SEAFIELD,994,1061,2055
SELANGOR,PPD PETALING PERDANA,BEA8619,SMK SEKSYEN 24,761,644,1405
SELANGOR,PPD PETALING PERDANA,BEA8621,SMK SEKSYEN 19,1092,1059,2151
SELANGOR,PPD PETALING PERDANA,BEA8622,SMK ALAM MEGAH,630,683,1313
SELANGOR,PPD PETALING PERDANA,BEA8623,SMK TAMAN SRI MUDA,926,900,1826
SELANGOR,PPD PETALING PERDANA,BEA8625,SMK SS 17,369,329,698
SELANGOR,PPD PETALING PERDANA,BEA8626,SMK BANDAR SUNWAY,623,551,1174
SELANGOR,PPD PETALING PERDANA,BEA8627,SMK SERI INDAH,734,631,1365
SELANGOR,PPD PETALING PERDANA,BEA8628,SMK PUCHONG PERDANA,1302,1212,2514
SELANGOR,PPD PETALING PERDANA,BEA8629,SMK SEKSYEN 9,805,853,1658
SELANGOR,PPD PETALING PERDANA,BEA8630,SMK SUBANG,1309,1388,2697
SELANGOR,PPD PETALING PERDANA,BEA8632,SMK USJ 4,728,607,1335
SELANGOR,PPD PETALING PERDANA,BEA8633,SMK USJ 13,879,825,1704
SELANGOR,PPD PETALING PERDANA,BEA8634,SMK USJ 8,766,682,1448
SELANGOR,PPD PETALING PERDANA,BEA8635,SMK USJ 12,1008,965,1973
SELANGOR,PPD PETALING PERDANA,BEA8636,SMK PUCHONG UTAMA (1),1312,1355,2667
SELANGOR,PPD PETALING PERDANA,BEA8637,SMK TTDI JAYA,1011,1041,2052
SELANGOR,PPD PETALING PERDANA,BEA8639,SMK SEKSYEN 1 BANDAR KINRARA,482,504,986
SELANGOR,PPD PETALING PERDANA,BEA8642,SMK USJ 23,505,515,1020
SELANGOR,PPD PETALING PERDANA,BEA8645,SMK SEKSYEN 3 BANDAR KINRARA,853,843,1696
SELANGOR,PPD PETALING PERDANA,BEA8647,SMK SEKSYEN 4 BANDAR KINRARA,889,903,1792
SELANGOR,PPD PETALING PERDANA,BEA8648,SMK SEKSYEN 7,1060,1061,2121
SELANGOR,PPD PETALING PERDANA,BEA8649,SMK PUSAT BANDAR PUCHONG 1,1431,1338,2769
SELANGOR,PPD PETALING PERDANA,BEA8650,SMK BUKIT JELUTONG,894,910,1804
SELANGOR,PPD PETALING PERDANA,BEA8653,SMK ALAM MEGAH 2,631,700,1331
SELANGOR,PPD PETALING PERDANA,BEA8654,SMK SEKSYEN 24 (2),425,470,895
SELANGOR,PPD PETALING PERDANA,BEA8656,SMK BANDAR PUCHONG JAYA (A),562,461,1023
SELANGOR,PPD PETALING PERDANA,BEA8657,SMK BANDAR PUCHONG JAYA (B),669,525,1194
SELANGOR,PPD PETALING PERDANA,BEA8660,SMK SEKSYEN 27,404,375,779
SELANGOR,PPD PETALING PERDANA,BEA8662,SMK SUBANG BESTARI,1151,1195,2346
SELANGOR,PPD PETALING PERDANA,BEA8663,SMK PUCHONG PERMAI,845,841,1686
SELANGOR,PPD PETALING PERDANA,BEA8664,SMK TAMAN DESAMINIUM,572,543,1115
SELANGOR,PPD PETALING PERDANA,BEA8665,SMK SETIA ALAM,591,585,1176
SELANGOR,PPD PETALING PERDANA,BEA8668,SEKOLAH MENENGAH KEBANGSAAN SHAH ALAM,96,95,191
SELANGOR,PPD PETALING PERDANA,BEB8659,SMK SERI KEMBANGAN,1666,1674,3340
SELANGOR,PPD PETALING PERDANA,BFT8002,SAM BESTARI,322,387,709
SELANGOR,PPD PETALING PERDANA,BFT8003,SAMT TENGKU AMPUAN JEMAAH,360,439,799
SELANGOR,PPD PETALING PERDANA,BHA8004,KOLEJ VOKASIONAL SHAH ALAM,402,101,503
SELANGOR,PPD PETALING UTAMA,BBA8101,SK TAMAN DATO HARUN (2),451,419,870
SELANGOR,PPD PETALING UTAMA,BBA8102,SK KELANA JAYA (2),123,114,237
SELANGOR,PPD PETALING UTAMA,BBA8103,SK DAMANSARA JAYA (2),58,41,99
SELANGOR,PPD PETALING UTAMA,BBA8106,SK TAMAN MEGAH,532,444,976
SELANGOR,PPD PETALING UTAMA,BBA8201,SK PETALING JAYA,409,226,635
SELANGOR,PPD PETALING UTAMA,BBA8206,SK BUKIT LANJAN,69,80,149
SELANGOR,PPD PETALING UTAMA,BBA8208,SK DAMANSARA UTAMA,307,272,579
SELANGOR,PPD PETALING UTAMA,BBA8209,SK SRI DAMAI,121,105,226
SELANGOR,PPD PETALING UTAMA,BBA8210,SK TAMAN DATO' HARUN (SATU),482,412,894
SELANGOR,PPD PETALING UTAMA,BBA8211,SK KELANA JAYA (1),282,248,530
SELANGOR,PPD PETALING UTAMA,BBA8214,SK TAMAN SEA,119,115,234
SELANGOR,PPD PETALING UTAMA,BBA8215,SK DAMANSARA JAYA (1),119,86,205
SELANGOR,PPD PETALING UTAMA,BBA8220,SK TAMAN MEDAN,1025,972,1997
SELANGOR,PPD PETALING UTAMA,BBA8221,SK SRI KELANA,381,295,676
SELANGOR,PPD PETALING UTAMA,BBA8236,SEKOLAH KEBANGSAAN SEKSYEN 7 KOTA DAMANSARA,598,534,1132
SELANGOR,PPD PETALING UTAMA,BBA8241,SK BANDAR BARU SRI DAMANSARA,196,190,386
SELANGOR,PPD PETALING UTAMA,BBA8244,SK BANDAR UTAMA DAMANSARA,109,90,199
SELANGOR,PPD PETALING UTAMA,BBA8248,SK BANDAR UTAMA DAMANSARA 2,309,248,557
SELANGOR,PPD PETALING UTAMA,BBA8250,SK SEKSYEN 6 KOTA DAMANSARA,702,728,1430
SELANGOR,PPD PETALING UTAMA,BBA8253,SK BANDAR BARU SRI DAMANSARA 2,317,284,601
SELANGOR,PPD PETALING UTAMA,BBA8259,SK BANDAR SRI DAMANSARA 3,262,264,526
SELANGOR,PPD PETALING UTAMA,BBA8260,SK BANDAR UTAMA DAMANSARA (4),385,375,760
SELANGOR,PPD PETALING UTAMA,BBA8263,SK TROPICANA,204,178,382
SELANGOR,PPD PETALING UTAMA,BBA8265,SK BANDAR SRI DAMANSARA 1,628,530,1158
SELANGOR,PPD PETALING UTAMA,BBA8270,SK SEKSYEN 9 KOTA DAMANSARA,507,486,993
SELANGOR,PPD PETALING UTAMA,BBA8271,SK DAMANSARA DAMAI 1,942,946,1888
SELANGOR,PPD PETALING UTAMA,BBA8276,SK PPR LEMBAH SUBANG,479,426,905
SELANGOR,PPD PETALING UTAMA,BBA8277,SK SEKSYEN 11 KOTA  DAMANSARA,616,625,1241
SELANGOR,PPD PETALING UTAMA,BBA8285,SK DAMANSARA DAMAI 2,482,462,944
SELANGOR,PPD PETALING UTAMA,BBB8301,SK ASSUNTA  SATU,0,784,784
SELANGOR,PPD PETALING UTAMA,BBB8302,SK ASSUNTA (2) (M),0,716,716
SELANGOR,PPD PETALING UTAMA,BBB8303,SK (L) BUKIT BINTANG (1),122,0,122
SELANGOR,PPD PETALING UTAMA,BBB8304,SK (L) BUKIT BINTANG (2),94,0,94
SELANGOR,PPD PETALING UTAMA,BBB8305,SK KAMPUNG TUNKU,703,595,1298
SELANGOR,PPD PETALING UTAMA,BBB8306,"SK LA SALLE, PJ",555,0,555
SELANGOR,PPD PETALING UTAMA,BBB8307,"SK METHODIST,PJ",224,164,388
SELANGOR,PPD PETALING UTAMA,BBB8308,SK (1) PETALING JAYA,183,120,303
SELANGOR,PPD PETALING UTAMA,BBB8309,SK (2) PETALING JAYA,121,73,194
SELANGOR,PPD PETALING UTAMA,BBB8310,SK JALAN SELANGOR (SATU),0,121,121
SELANGOR,PPD PETALING UTAMA,BBB8311,SK (2) JALAN SELANGOR,0,111,111
SELANGOR,PPD PETALING UTAMA,BBB8312,SK SATU SULTAN ALAM SHAH,180,146,326
SELANGOR,PPD PETALING UTAMA,BBB8313,SK (2) SULTAN ALAM SHAH,60,59,119
SELANGOR,PPD PETALING UTAMA,BBB8314,SK SRI PETALING,516,380,896
SELANGOR,PPD PETALING UTAMA,BBB8316,SK SUNGEI WAY,219,209,428
SELANGOR,PPD PETALING UTAMA,BBC8401,SJK(C) CHEN MOH,690,648,1338
SELANGOR,PPD PETALING UTAMA,BBC8402,SJK(C) DAMANSARA,1063,1083,2146
SELANGOR,PPD PETALING UTAMA,BBC8408,SJK(C) SUNGAI WAY,552,517,1069
SELANGOR,PPD PETALING UTAMA,BBC8409,SJK(C) SUNGAI BULOH,737,701,1438
SELANGOR,PPD PETALING UTAMA,BBC8411,SJK(C) YUK CHAI,1782,1686,3468
SELANGOR,PPD PETALING UTAMA,BBC8412,SJK(C) YUK CHYUN,465,433,898
SELANGOR,PPD PETALING UTAMA,BBC8413,SJK(C) PUAY CHAI,947,914,1861
SELANGOR,PPD PETALING UTAMA,BBC8415,SJK(C) PUAY CHAI 2,1171,1128,2299
SELANGOR,PPD PETALING UTAMA,BBC8418,SJK(C) DESA JAYA 2,1093,1034,2127
SELANGOR,PPD PETALING UTAMA,BBC8420,SJK(C) CHUNG HWA DAMANSARA,166,139,305
SELANGOR,PPD PETALING UTAMA,BBD8452,SJK(T) LDG EFFINGHAM,161,164,325
SELANGOR,PPD PETALING UTAMA,BBD8456,SJK(T) RRI SUNGAI BULOH,174,176,350
SELANGOR,PPD PETALING UTAMA,BBD8458,SJK(T) VIVEKANANDA,413,378,791
SELANGOR,PPD PETALING UTAMA,BBD8467,SJK(T) SEAPORT,107,83,190
SELANGOR,PPD PETALING UTAMA,BEA8602,SMK SRI PERMATA,780,608,1388
SELANGOR,PPD PETALING UTAMA,BEA8607,SMK TAMAN DATO'  HARUN,862,766,1628
SELANGOR,PPD PETALING UTAMA,BEA8608,SMK DAMANSARA JAYA,769,748,1517
SELANGOR,PPD PETALING UTAMA,BEA8611,SMK DAMANSARA UTAMA,451,432,883
SELANGOR,PPD PETALING UTAMA,BEA8613,SMK TAMAN MEDAN,734,732,1466
SELANGOR,PPD PETALING UTAMA,BEA8615,SMK KELANA JAYA,438,351,789
SELANGOR,PPD PETALING UTAMA,BEA8624,SMK SRI UTAMA,313,262,575
SELANGOR,PPD PETALING UTAMA,BEA8631,SMK BANDAR UTAMA,336,353,689
SELANGOR,PPD PETALING UTAMA,BEA8638,SMK SEKSYEN 10 KOTA DAMANSARA,858,930,1788
SELANGOR,PPD PETALING UTAMA,BEA8640,SMK TROPICANA,357,333,690
SELANGOR,PPD PETALING UTAMA,BEA8641,SMK BANDAR SRI DAMANSARA 2,681,685,1366
SELANGOR,PPD PETALING UTAMA,BEA8643,SMK BANDAR UTAMA DAMANSARA 3,648,651,1299
SELANGOR,PPD PETALING UTAMA,BEA8644,SMK BANDAR UTAMA DAMANSARA (4),576,562,1138
SELANGOR,PPD PETALING UTAMA,BEA8652,SMK DAMANSARA DAMAI 1,980,923,1903
SELANGOR,PPD PETALING UTAMA,BEA8655,SMK SEKSYEN 4 KOTA DAMANSARA,823,793,1616
SELANGOR,PPD PETALING UTAMA,BEA8658,SMK BANDAR UTAMA DAMANSARA (2),493,361,854
SELANGOR,PPD PETALING UTAMA,BEA8659,SMK BANDAR SRI DAMANSARA 1,840,728,1568
SELANGOR,PPD PETALING UTAMA,BEA8661,SMK LEMBAH SUBANG,315,339,654
SELANGOR,PPD PETALING UTAMA,BEA8666,"SMK SEKSYEN 8, KOTA DAMANSARA",398,429,827
SELANGOR,PPD PETALING UTAMA,BEA8669,SEKOLAH MENENGAH KEBANGSAAN PETALING JAYA,112,174,286
SELANGOR,PPD PETALING UTAMA,BEB8651,SMK ASSUNTA,0,1755,1755
SELANGOR,PPD PETALING UTAMA,BEB8652,SMK (L) BUKIT BINTANG,705,0,705
SELANGOR,PPD PETALING UTAMA,BEB8653,SMK KATHOLIK (M),1198,1541,2739
SELANGOR,PPD PETALING UTAMA,BEB8654,"SMK LA SALLE,PJ",1192,103,1295
SELANGOR,PPD PETALING UTAMA,BEB8655,SMK (P) SRI AMAN,0,895,895
SELANGOR,PPD PETALING UTAMA,BEB8656,SMK TAMAN SEA,966,835,1801
SELANGOR,PPD PETALING UTAMA,BEB8657,SMK SULTAN ABDUL SAMAD,736,398,1134
SELANGOR,PPD PETALING UTAMA,BEB8658,SMK (P) TMN PETALING,0,946,946
SELANGOR,PPD SABAK BERNAM,BBA6001,SK SERI MAKMUR,654,558,1212
SELANGOR,PPD SABAK BERNAM,BBA6002,SK SG HJ DORANI,178,173,351
SELANGOR,PPD SABAK BERNAM,BBA6003,SK SIMPANG LIMA,260,255,515
SELANGOR,PPD SABAK BERNAM,BBA6004,SK PANCHANG PEDENA,117,90,207
SELANGOR,PPD SABAK BERNAM,BBA6005,SK SG LIMAU,232,201,433
SELANGOR,PPD SABAK BERNAM,BBA6006,SK PARIT 4,97,80,177
SELANGOR,PPD SABAK BERNAM,BBA6007,SK PARIT 6,201,188,389
SELANGOR,PPD SABAK BERNAM,BBA6008,SK SERI BAHAGIA,186,180,366
SELANGOR,PPD SABAK BERNAM,BBA6009,SK TOK KHALIFAH,162,165,327
SELANGOR,PPD SABAK BERNAM,BBA6010,SK BAGAN TERAP,145,137,282
SELANGOR,PPD SABAK BERNAM,BBA6011,SK PARIT 13,67,54,121
SELANGOR,PPD SABAK BERNAM,BBA6012,SK LOBOK PUSING,35,37,72
SELANGOR,PPD SABAK BERNAM,BBA6013,SK DOKTOR ABDUL LATIFF,291,287,578
SELANGOR,PPD SABAK BERNAM,BBA6014,SK BATU 38,285,266,551
SELANGOR,PPD SABAK BERNAM,BBA6015,SK KG BAHARU,35,41,76
SELANGOR,PPD SABAK BERNAM,BBA6016,SK TUN DOKTOR ISMAIL,121,116,237
SELANGOR,PPD SABAK BERNAM,BBA6017,SK SEKENDI,99,94,193
SELANGOR,PPD SABAK BERNAM,BBA6018,SK SIMPANG 4 BNO,85,101,186
SELANGOR,PPD SABAK BERNAM,BBA6019,SK PARIT BAHARU,160,139,299
SELANGOR,PPD SABAK BERNAM,BBA6020,SK SUNGAI TENGAR,97,77,174
SELANGOR,PPD SABAK BERNAM,BBA6021,SK SERI MAWAR,123,111,234
SELANGOR,PPD SABAK BERNAM,BBA6022,SK TEBOK JAWA,69,70,139
SELANGOR,PPD SABAK BERNAM,BBA6023,SK SAPINTAS,94,99,193
SELANGOR,PPD SABAK BERNAM,BBA6024,SK KAMPONG BANTING,96,79,175
SELANGOR,PPD SABAK BERNAM,BBA6025,SK TANJONG JAWA,9,9,18
SELANGOR,PPD SABAK BERNAM,BBA6026,SK TELUK RU,59,61,120
SELANGOR,PPD SABAK BERNAM,BBA6027,SK SERI CEMPAKA,58,61,119
SELANGOR,PPD SABAK BERNAM,BBA6028,SK SG LEMAN,234,185,419
SELANGOR,PPD SABAK BERNAM,BBA6029,SK PARIT 9,157,118,275
SELANGOR,PPD SABAK BERNAM,BBA6030,SK PASIR PANJANG,198,236,434
SELANGOR,PPD SABAK BERNAM,BBA6031,SK SUNGAI NIBONG,152,138,290
SELANGOR,PPD SABAK BERNAM,BBA6032,SK BINJAI JAYA,245,237,482
SELANGOR,PPD SABAK BERNAM,BBB6028,SK KHIR JOHARI,148,125,273
SELANGOR,PPD SABAK BERNAM,BBB6029,SK SERI UTAMA,316,263,579
SELANGOR,PPD SABAK BERNAM,BBB6030,SK SERI SEKINCHAN,239,221,460
SELANGOR,PPD SABAK BERNAM,BBC6030,SJK(C) CHEONG HUA,91,94,185
SELANGOR,PPD SABAK BERNAM,BBC6031,SJK(C) HAI PING,54,56,110
SELANGOR,PPD SABAK BERNAM,BBC6032,SJK(C) LUM HUA,161,139,300
SELANGOR,PPD SABAK BERNAM,BBC6033,SJK(C) MOON TECK,11,11,22
SELANGOR,PPD SABAK BERNAM,BBC6034,SJK(C) PHOOI TEE,52,39,91
SELANGOR,PPD SABAK BERNAM,BBC6035,SJK(C) POAY CHNEH,62,37,99
SELANGOR,PPD SABAK BERNAM,BBC6036,SJK(C) SIN MIN,422,415,837
SELANGOR,PPD SABAK BERNAM,BBC6037,SJK(C) PHOOI MIN,16,7,23
SELANGOR,PPD SABAK BERNAM,BBC6038,SJK(C) YOKE KUAN,479,518,997
SELANGOR,PPD SABAK BERNAM,BBC6039,SJK(C) KIAN SIT,45,44,89
SELANGOR,PPD SABAK BERNAM,BBD6039,SJK(T) LADANG SUNGAI BERNAM,19,18,37
SELANGOR,PPD SABAK BERNAM,BBD6040,SJK(T) LADANG SABAK BERNAM,54,54,108
SELANGOR,PPD SABAK BERNAM,BEA6041,SMK UNGKU AZIZ,535,659,1194
SELANGOR,PPD SABAK BERNAM,BEA6042,SMK MUNSHI ABDULLAH,435,371,806
SELANGOR,PPD SABAK BERNAM,BEA6043,SMK SUNGAI BESAR,922,868,1790
SELANGOR,PPD SABAK BERNAM,BEA6044,SMK BAGAN TERAP,458,377,835
SELANGOR,PPD SABAK BERNAM,BEA6045,SMKA SIMPANG LIMA,262,423,685
SELANGOR,PPD SABAK BERNAM,BEA6601,SMK DATO MUSTAFFA,534,496,1030
SELANGOR,PPD SABAK BERNAM,BEB6044,SMK TUNKU ABDUL RAHMAN PUTRA,544,529,1073
SELANGOR,PPD SABAK BERNAM,BEB6046,SMK SERI BEDENA,484,486,970
SELANGOR,PPD SABAK BERNAM,BEB6047,SMK YOKE KUAN,778,725,1503
SELANGOR,PPD SABAK BERNAM,BFT6001,SAM PARIT BARU,122,323,445
SELANGOR,PPD SABAK BERNAM,BFT6002,SAM BAGAN TERAP,187,206,393
SELANGOR,PPD SABAK BERNAM,BFT6003,SAM SUNGAI HAJI DORANI,214,224,438
SELANGOR,PPD SABAK BERNAM,BFT6004,SAM PASIR PANJANG,191,263,454
SELANGOR,PPD SABAK BERNAM,BFT6005,SAM MUHAMMADIAH,352,465,817
SELANGOR,PPD SABAK BERNAM,BFT6006,SAM TENGKU AMPUAN JEMAAH,132,340,472
SELANGOR,PPD SABAK BERNAM,BFT6007,SAMT SULTAN SALAHUDDIN ABD AZIZ SHAH,370,566,936
SELANGOR,PPD SABAK BERNAM,BRA6001,SBPI SABAK BERNAM,239,266,505
SELANGOR,PPD SEPANG,BBA9201,SK SUNGAI RAWANG,321,358,679
SELANGOR,PPD SEPANG,BBA9202,SK BKT BANGKONG,113,99,212
SELANGOR,PPD SEPANG,BBA9203,SK SG PELEK,133,120,253
SELANGOR,PPD SEPANG,BBA9204,SK SALAK,431,413,844
SELANGOR,PPD SEPANG,BBA9205,SK KG BAHARU LANJUT,315,243,558
SELANGOR,PPD SEPANG,BBA9208,SK JENDERAM,111,122,233
SELANGOR,PPD SEPANG,BBA9209,SK JENDERAM HILIR,175,174,349
SELANGOR,PPD SEPANG,BBA9210,SK DENGKIL,547,496,1043
SELANGOR,PPD SEPANG,BBA9211,SK SG MERAB LUAR,401,346,747
SELANGOR,PPD SEPANG,BBA9212,SK DESA PUTRA,291,271,562
SELANGOR,PPD SEPANG,BBA9213,SK DATO' ABU BAKAR BAGINDA,321,305,626
SELANGOR,PPD SEPANG,BBA9214,SK PULAU MERANTI,314,309,623
SELANGOR,PPD SEPANG,BBA9215,SK SG MELUT (ASLI),43,34,77
SELANGOR,PPD SEPANG,BBA9216,SK BKT TAMPOI (ASLI),102,106,208
SELANGOR,PPD SEPANG,BBA9217,SK BANDAR BARU SALAK TINGGI,474,458,932
SELANGOR,PPD SEPANG,BBA9220,SK TAMAN SEROJA,563,552,1115
SELANGOR,PPD SEPANG,BBA9221,SK TAMAN PANTAI SEPANG PUTRA,293,313,606
SELANGOR,PPD SEPANG,BBA9224,SK TAMAN PUTRA PERDANA,1043,919,1962
SELANGOR,PPD SEPANG,BBA9225,SK KOTA WARISAN,700,598,1298
SELANGOR,PPD SEPANG,BBA9226,SK CYBERJAYA,701,646,1347
SELANGOR,PPD SEPANG,BBA9227,SK KLIA,509,519,1028
SELANGOR,PPD SEPANG,BBA9228,SK TAMAN PUTRA PERDANA 2,904,837,1741
SELANGOR,PPD SEPANG,BBA9229,SEKOLAH KEBANGSAAN DESA PINGGIRAN PUTRA,149,125,274
SELANGOR,PPD SEPANG,BBB9301,SK METHODIST (INTEG) (M),112,133,245
SELANGOR,PPD SEPANG,BBC9401,SJK(C) CHIO CHIAO,90,80,170
SELANGOR,PPD SEPANG,BBC9402,SJK(C) DENGKIL,335,279,614
